Week Start Date,Agency,Final Incident Type,# of Incidents Calculated,Call to First Pickup,Call to PD Calltaker Handoff,Call to FDNY Pickup,Call to FDNY Job Creation,Call to EMS Pickup,Call to Agency Job Creation,Call to Agency Dispatch,Call to Agency Arrival,Call to First Arrival (Multi-Agency Incidents),Median Pickup,Median Calltaker Handoff,Median FDNY Pickup,Median FDNY Job Creation,Median Ems Pickup,Median Ems Job Creation,Median Dispatch,Median Travel,Median Cumulative First Arrival  (Multi-Agency Incidents),Average Travel,Average Dispatch,Average EMS Processing,Average EMS Pickup,Average Calltaker Processing,Average Pickup,Average FD Pickup,Average FD Processing
09/19/2022,NYPD (Non-CIP),Disorderly Person/Group/Noise,1645,4.12,162.31,,,,,956.32,3568.08,3530.86,3,140,,,,,271,1216,1993,43.53,13.23,,,2.64,0.07,,
09/19/2022,NYPD (Non-CIP),Other Crimes (In Progress),2822,3.98,161.84,,,,,680.50,1473.29,1463.39,3,133.5,,,,,134,380,779.5,13.21,8.64,,,2.63,0.07,,
09/19/2022,NYPD (Non-CIP),Vehicle Accident,309,4.10,186.27,,,,,1415.35,5495.50,5265.65,3,169,,,,,470,2295,3398,68.00,20.48,,,3.04,0.07,,
09/19/2022,NYPD (Non-CIP),Alarms,2562,3.91,147.17,,,,,858.07,3291.66,3291.66,3,121,,,,,276.5,1044,1777,40.56,11.85,,,2.39,0.07,,
09/19/2022,NYPD (Non-CIP),Dispute,4863,4.01,177.75,,,,,1209.00,4258.23,4218.87,3,149,,,,,295,1288,2184,50.82,17.19,,,2.90,0.07,,
09/19/2022,NYPD (Non-CIP),Investigate/Possible Crime,1,2.00,97.00,,,,,145.00,297.00,297.00,2,95,,,,,48,152,297,2.53,0.80,,,1.58,0.03,,
09/26/2022,EMS,2. Non-Life Threatening Med Emergencies,11769,3.72,104.33,,,111.98,167.74,274.06,853.75,767.65,3,91.5,,,12,37.5,88.5,500.5,631,9.66,2.83,0.95,0.17,1.68,0.06,,
09/26/2022,EMS,1. Life Threating Med Emergencies,9822,3.74,80.36,,,86.61,148.73,192.07,630.60,561.90,3,78.5,,,12.5,37,82,390.25,503.25,7.31,1.86,1.06,0.13,1.28,0.06,,
09/26/2022,FDNY,2. Non-Structural Fires,142,3.94,34.42,35.91,88.58,,,101.45,370.65,366.99,3,17,5,44,,,8,235.5,336,4.49,0.17,,,0.51,0.07,0.09,0.88
09/26/2022,FDNY,1. Structural Fires,243,4.22,34.56,37.09,89.54,,,102.13,302.34,301.34,3,17,5,48,,,8,188,280,3.34,0.17,,,0.51,0.07,0.10,0.87
09/26/2022,FDNY,3. Medical Emergencies,3764,3.74,253.09,,,78.92,246.62,284.37,641.15,533.48,3,122,,,5,48,7,323,460,5.95,0.52,1.78,0.09,4.16,0.06,,
09/26/2022,FDNY,4. Non-Medical Emergencies,2549,3.87,143.83,58.31,110.27,,,209.09,545.25,501.17,3,31,5,46,,,7,297,418,5.60,0.25,,,2.33,0.06,0.09,0.87
09/26/2022,NYPD,3. Non-Critical,773,3.84,167.98,,,,,649.54,1619.19,1604.18,3,136,,,,,145,434,851,16.16,8.03,,,2.74,0.06,,
09/26/2022,NYPD,2. Serious,2771,3.73,127.29,,,,,321.57,780.42,754.46,3,92,,,,,78,260,501,7.65,3.24,,,2.06,0.06,,
09/26/2022,NYPD,1. Critical,1176,3.77,136.71,,,,,264.46,547.32,534.16,3,105,,,,,66,185,406,4.71,2.13,,,2.22,0.06,,
09/26/2022,NYPD (Non-CIP),Dispute,4771,3.72,172.73,,,,,1034.45,3828.86,3791.97,3,143,,,,,252,1124,1951,46.57,14.36,,,2.82,0.06,,
09/26/2022,NYPD (Non-CIP),Police Officer/Security Holding Suspect,74,3.68,125.34,,,,,504.80,1207.14,1207.14,3,94.5,,,,,131,545,963,11.71,6.32,,,2.03,0.06,,
09/26/2022,NYPD (Non-CIP),Past Crime,4028,3.81,203.36,,,,,1182.98,6037.07,5941.69,3,175.5,,,,,355,2673.5,3652,80.90,16.33,,,3.33,0.06,,
09/26/2022,NYPD (Non-CIP),Alarms,2545,3.66,143.91,,,,,762.35,3012.05,3011.71,3,118,,,,,252,948,1609,37.49,10.31,,,2.34,0.06,,
09/26/2022,NYPD (Non-CIP),Possible Crimes,6283,3.70,165.81,,,,,961.70,4216.88,4101.67,3,135,,,,,262,1494,2220,54.25,13.26,,,2.70,0.06,,
09/26/2022,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,142,3.64,168.92,,,,,574.50,3322.86,1918.05,3,146.5,,,,,125,1764,611.5,45.81,6.76,,,2.75,0.06,,
09/26/2022,NYPD (Non-CIP),Other Crimes (In Progress),2778,3.74,164.64,,,,,608.87,1361.77,1343.54,3,137,,,,,124,356,744.5,12.55,7.40,,,2.68,0.06,,
09/26/2022,NYPD (Non-CIP),Disorderly Person/Group/Noise,1695,3.54,159.66,,,,,823.88,3194.75,3165.12,3,136,,,,,249,1063,1804,39.51,11.07,,,2.60,0.06,,
09/26/2022,NYPD (Non-CIP),Vehicle Accident,330,4.04,202.62,,,,,1223.60,4384.50,4191.64,3,184,,,,,372,1857,2558,52.68,17.02,,,3.31,0.07,,
09/26/2022,NYPD (Non-CIP),Investigate/Possible Crime,1,3.00,116.00,,,,,289.00,1339.00,1339.00,3,113,,,,,173,1050,1339,17.50,2.88,,,1.88,0.05,,
10/03/2022,EMS,2. Non-Life Threatening Med Emergencies,10746,4.49,99.11,,,113.92,173.42,309.00,948.54,850.20,3,90.5,,,11.5,38.5,94,526.25,664,10.66,3.50,1.01,0.29,1.58,0.07,,
10/03/2022,EMS,1. Life Threating Med Emergencies,8823,4.41,81.01,,,86.93,152.04,198.46,646.98,580.00,3,80.25,,,11.5,38,84,397.75,517,7.48,1.96,1.11,0.13,1.28,0.07,,
10/03/2022,FDNY,1. Structural Fires,198,3.82,36.21,31.80,84.21,,,103.81,309.91,308.82,3,17,5,47,,,8,198,286,3.44,0.18,,,0.54,0.06,0.08,0.87
10/03/2022,FDNY,2. Non-Structural Fires,99,5.28,42.86,40.22,94.36,,,109.45,383.85,377.15,3,19,5,45,,,6,257,350,4.57,0.14,,,0.63,0.09,0.08,0.90
10/03/2022,FDNY,4. Non-Medical Emergencies,2454,4.38,143.35,55.83,108.12,,,205.97,536.19,507.82,3,29,5,47,,,7,293.5,414,5.50,0.20,,,2.32,0.07,0.09,0.87
10/03/2022,FDNY,3. Medical Emergencies,3290,4.44,296.47,,,79.96,289.16,328.43,687.27,567.21,3,124,,,5,49,6,325,466,5.98,0.53,2.04,0.09,4.87,0.07,,
10/03/2022,NYPD,1. Critical,947,4.45,138.88,,,,,260.74,557.33,539.89,3,104,,,,,66,192,411,4.94,2.03,,,2.24,0.07,,
10/03/2022,NYPD,2. Serious,2392,4.22,127.90,,,,,295.50,791.97,770.72,3,94,,,,,76.5,277,519,8.27,2.79,,,2.06,0.07,,
10/03/2022,NYPD,3. Non-Critical,665,4.33,167.53,,,,,609.13,1488.66,1470.29,3,141,,,,,145,427,821,14.66,7.36,,,2.72,0.07,,
10/03/2022,NYPD (Non-CIP),Dispute,4074,4.17,175.39,,,,,1033.76,3970.47,3919.35,3,148,,,,,260,1210,2062.5,48.95,14.31,,,2.85,0.07,,
10/03/2022,NYPD (Non-CIP),Disorderly Person/Group/Noise,1490,4.37,157.33,,,,,874.17,3471.22,3439.01,3,133,,,,,254,1224,1888,43.28,11.95,,,2.55,0.07,,
10/03/2022,NYPD (Non-CIP),Possible Crimes,5250,4.29,166.44,,,,,964.68,4212.23,4086.22,3,134,,,,,263,1484,2187,54.13,13.30,,,2.70,0.07,,
10/03/2022,NYPD (Non-CIP),Police Officer/Security Holding Suspect,73,4.44,134.49,,,,,640.47,1913.85,1911.99,3,101,,,,,137,813,1292,21.22,8.43,,,2.17,0.07,,
10/03/2022,NYPD (Non-CIP),Alarms,2234,4.01,145.96,,,,,756.50,3037.81,3037.81,3,121,,,,,260.5,963.5,1649.5,38.02,10.18,,,2.37,0.07,,
10/03/2022,NYPD (Non-CIP),Investigate/Possible Crime,1,3.00,71.00,,,,,689.00,237.00,237.00,3,68,,,,,618,-452,237,-7.53,10.30,,,1.13,0.05,,
10/03/2022,NYPD (Non-CIP),Vehicle Accident,273,4.00,206.58,,,,,1104.05,4252.92,4066.26,3,187,,,,,356,1678,2665,52.48,14.96,,,3.38,0.07,,
10/03/2022,NYPD (Non-CIP),Past Crime,3476,4.39,200.77,,,,,1259.58,6402.79,6280.65,3,176,,,,,340,2891,3871,85.72,17.65,,,3.27,0.07,,
10/03/2022,NYPD (Non-CIP),Other Crimes (In Progress),2385,4.29,160.10,,,,,644.90,1430.54,1425.18,3,132,,,,,130,370,766,13.09,8.08,,,2.60,0.07,,
10/03/2022,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,136,4.83,173.72,,,,,641.84,3213.32,1811.76,3,144.5,,,,,152,1702.5,487,42.86,7.80,,,2.81,0.08,,
10/10/2022,EMS,1. Life Threating Med Emergencies,10269,4.48,84.20,,,92.80,168.04,265.86,701.08,619.79,3,78.5,,,14,36,86,388.75,519.25,7.25,3.03,1.28,0.18,1.33,0.07,,
10/10/2022,EMS,2. Non-Life Threatening Med Emergencies,12234,4.35,108.44,,,118.87,188.95,410.38,1010.67,894.97,3,91,,,13.5,37,95,502.25,660,10.00,5.03,1.19,0.22,1.73,0.07,,
10/10/2022,FDNY,2. Non-Structural Fires,149,4.31,53.05,36.77,86.46,,,114.26,391.58,383.50,3,17,5,43,,,7,245,329,4.62,0.15,,,0.81,0.07,0.08,0.83
10/10/2022,FDNY,1. Structural Fires,235,4.55,31.72,35.69,90.16,,,100.10,297.40,297.11,3,17,5,47,,,7,192,282,3.29,0.16,,,0.45,0.08,0.09,0.91
10/10/2022,FDNY,3. Medical Emergencies,3908,4.50,278.64,,,80.92,271.48,310.56,673.47,548.24,3,125,,,5,49,6,325.5,463,6.05,0.53,2.29,0.09,4.57,0.07,,
10/10/2022,FDNY,4. Non-Medical Emergencies,2428,4.32,127.09,53.23,106.14,,,188.91,515.06,484.60,3,26,5,47,,,7,288,404,5.44,0.18,,,2.05,0.07,0.09,0.88
10/10/2022,NYPD,1. Critical,1231,4.17,133.84,,,,,260.00,517.16,491.39,3,101,,,,,65,181,395,4.29,2.10,,,2.16,0.07,,
10/10/2022,NYPD,2. Serious,2927,4.10,127.03,,,,,305.27,789.50,765.74,3,92,,,,,77,267,498,8.07,2.97,,,2.05,0.07,,
10/10/2022,NYPD,3. Non-Critical,773,4.75,168.38,,,,,651.61,1640.77,1632.90,3,139,,,,,143,440,854,16.49,8.05,,,2.73,0.08,,
10/10/2022,NYPD (Non-CIP),Past Crime,4252,4.52,202.50,,,,,1225.48,6227.62,6137.10,3,174,,,,,347.5,2805.5,3811.5,83.37,17.05,,,3.30,0.08,,
10/10/2022,NYPD (Non-CIP),Alarms,2421,4.05,147.31,,,,,808.91,3058.97,3058.93,3,120,,,,,269,962,1632,37.50,11.03,,,2.39,0.07,,
10/10/2022,NYPD (Non-CIP),Other Crimes (In Progress),2749,4.45,163.16,,,,,604.65,1435.26,1428.48,3,131,,,,,123,369,744,13.84,7.36,,,2.65,0.07,,
10/10/2022,NYPD (Non-CIP),Disorderly Person/Group/Noise,1792,4.26,162.31,,,,,892.96,3557.84,3517.94,3,135,,,,,248,1167.5,1834.5,44.41,12.18,,,2.63,0.07,,
10/10/2022,NYPD (Non-CIP),Vehicle Accident,304,5.15,198.13,,,,,1310.89,4801.77,4693.24,3,175.5,,,,,409,1838.5,2743,58.18,18.55,,,3.22,0.09,,
10/10/2022,NYPD (Non-CIP),Possible Crimes,6289,4.28,166.33,,,,,942.45,4159.73,4075.37,3,134,,,,,259,1493,2233,53.62,12.94,,,2.70,0.07,,
10/10/2022,NYPD (Non-CIP),Police Officer/Security Holding Suspect,84,5.33,139.90,,,,,647.23,2049.02,2045.32,3,104,,,,,174,733,1262,23.36,8.46,,,2.24,0.09,,
10/10/2022,NYPD (Non-CIP),Dispute,4833,4.23,176.21,,,,,1046.75,3963.96,3933.83,3,145,,,,,262,1200,2070,48.62,14.51,,,2.87,0.07,,
10/10/2022,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,136,4.18,177.33,,,,,679.70,3515.89,1634.32,3,149,,,,,128,1415.5,530,47.27,8.37,,,2.89,0.07,,
10/17/2022,EMS,2. Non-Life Threatening Med Emergencies,12351,4.25,108.58,,,117.47,172.65,276.45,883.14,794.11,3,92.5,,,13.5,38.5,93.5,513,655.5,10.11,2.80,0.94,0.19,1.74,0.07,,
10/17/2022,EMS,1. Life Threating Med Emergencies,10174,4.34,83.47,,,90.86,153.09,195.10,639.13,572.22,3,79.5,,,13.5,38,84.5,391.75,512,7.40,1.86,1.06,0.16,1.32,0.07,,
10/17/2022,FDNY,1. Structural Fires,272,3.99,35.43,34.69,90.60,,,105.00,311.13,307.69,3,16.5,5,47,,,8,201.5,289.5,3.44,0.16,,,0.52,0.07,0.08,0.93
10/17/2022,FDNY,4. Non-Medical Emergencies,2464,4.27,132.34,57.20,108.93,,,193.38,524.40,493.06,3,28,5,47,,,7,289,408,5.52,0.19,,,2.13,0.07,0.09,0.86
10/17/2022,FDNY,2. Non-Structural Fires,143,5.22,34.64,35.46,86.38,,,97.64,381.34,371.47,3,16,5,42,,,7,263,346,4.73,0.14,,,0.49,0.09,0.08,0.85
10/17/2022,FDNY,3. Medical Emergencies,3662,4.31,265.37,,,82.02,258.50,300.60,651.63,538.89,3,126,,,5,51,7,319,463,5.85,0.59,2.05,0.10,4.35,0.07,,
10/17/2022,NYPD,3. Non-Critical,809,4.28,167.86,,,,,555.06,1387.04,1369.26,3,134,,,,,126,430,781,13.87,6.45,,,2.73,0.07,,
10/17/2022,NYPD,1. Critical,1159,3.94,140.75,,,,,266.03,539.20,505.73,3,107,,,,,65,188,406,4.55,2.09,,,2.28,0.07,,
10/17/2022,NYPD,2. Serious,2901,4.13,129.01,,,,,302.58,776.54,744.30,3,95,,,,,80,285,520,7.90,2.89,,,2.08,0.07,,
10/17/2022,NYPD (Non-CIP),Past Crime,4234,4.40,204.86,,,,,1088.44,6044.62,5930.31,3,178,,,,,325,2824.5,3746,82.60,14.73,,,3.34,0.07,,
10/17/2022,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,165,4.38,168.70,,,,,491.88,3346.59,2015.88,3,151,,,,,131,1386,459,47.58,5.39,,,2.74,0.07,,
10/17/2022,NYPD (Non-CIP),Other Crimes (In Progress),2882,4.27,161.75,,,,,609.71,1388.02,1383.10,3,132,,,,,127.5,353.5,751.5,12.97,7.47,,,2.62,0.07,,
10/17/2022,NYPD (Non-CIP),Disorderly Person/Group/Noise,1672,4.08,160.24,,,,,847.72,3389.73,3361.43,3,136,,,,,240,1076,1781,42.37,11.46,,,2.60,0.07,,
10/17/2022,NYPD (Non-CIP),Vehicle Accident,270,5.00,195.44,,,,,1037.34,4196.72,4011.42,3,168.5,,,,,294,1560,2219.5,52.66,14.03,,,3.17,0.08,,
10/17/2022,NYPD (Non-CIP),Investigate/Possible Crime,2,3.50,255.50,,,,,389.00,538.50,538.50,3.5,252,,,,,133.5,149.5,538.5,2.49,2.23,,,4.20,0.06,,
10/17/2022,NYPD (Non-CIP),Alarms,2377,4.06,144.69,,,,,800.71,3091.80,3090.12,3,118,,,,,262,1015,1670,38.18,10.93,,,2.34,0.07,,
10/17/2022,NYPD (Non-CIP),Police Officer/Security Holding Suspect,77,4.56,131.90,,,,,549.23,1512.96,1512.96,3,105,,,,,205,736,1194,16.06,6.96,,,2.12,0.08,,
10/17/2022,NYPD (Non-CIP),Possible Crimes,6262,4.06,167.40,,,,,944.37,4308.84,4193.32,3,134,,,,,258,1519.5,2240.5,56.07,12.95,,,2.72,0.07,,
10/17/2022,NYPD (Non-CIP),Dispute,4845,4.07,174.43,,,,,981.69,3785.74,3760.19,3,146,,,,,253,1187,2013,46.73,13.45,,,2.84,0.07,,
10/24/2022,EMS,1. Life Threating Med Emergencies,10436,4.84,85.74,,,94.37,159.13,208.15,655.14,584.91,3,81.5,,,15.5,39.5,91,402.5,534,7.45,2.04,1.10,0.18,1.35,0.08,,
10/24/2022,EMS,2. Non-Life Threatening Med Emergencies,12799,4.90,110.11,,,119.82,177.12,330.83,980.34,872.77,3,92,,,14,40,102,531.75,694.5,10.83,3.68,0.98,0.20,1.75,0.08,,
10/24/2022,FDNY,4. Non-Medical Emergencies,2698,4.95,122.41,53.47,106.26,,,183.79,521.64,491.27,3,27,5,47,,,7,291,407.5,5.63,0.18,,,1.96,0.08,0.09,0.88
10/24/2022,FDNY,2. Non-Structural Fires,147,5.41,32.87,35.03,87.81,,,99.03,365.62,365.39,3,16,5,45,,,7,242,334,4.44,0.15,,,0.46,0.09,0.08,0.88
10/24/2022,FDNY,1. Structural Fires,249,4.81,40.97,33.66,87.80,,,108.65,306.47,296.25,3,17,5,48,,,7,193,294,3.30,0.15,,,0.60,0.08,0.08,0.90
10/24/2022,FDNY,3. Medical Emergencies,3814,4.88,288.70,,,82.51,281.35,324.47,683.43,555.89,3,128,,,5,51,6,321,470,5.98,0.60,2.13,0.10,4.73,0.08,,
10/24/2022,NYPD,1. Critical,1276,4.51,139.15,,,,,278.34,551.64,532.76,3,106,,,,,67,184,415,4.55,2.32,,,2.24,0.08,,
10/24/2022,NYPD,2. Serious,2971,4.72,129.08,,,,,313.30,796.51,759.47,3,94,,,,,76,282,523,8.05,3.07,,,2.07,0.08,,
10/24/2022,NYPD,3. Non-Critical,811,5.01,170.72,,,,,640.58,1655.12,1644.37,3,148,,,,,149,460,888,16.91,7.83,,,2.76,0.08,,
10/24/2022,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,141,4.90,193.77,,,,,771.45,4069.81,1925.18,3,147,,,,,138,1574,495,54.97,9.63,,,3.15,0.08,,
10/24/2022,NYPD (Non-CIP),Possible Crimes,6173,4.60,165.58,,,,,1021.78,4448.59,4334.19,3,132,,,,,264,1563,2335,57.11,14.27,,,2.68,0.08,,
10/24/2022,NYPD (Non-CIP),Vehicle Accident,319,5.44,190.72,,,,,1474.16,5211.76,5112.99,3,168,,,,,496,2017,3135,62.29,21.39,,,3.09,0.09,,
10/24/2022,NYPD (Non-CIP),Police Officer/Security Holding Suspect,83,5.39,129.40,,,,,504.01,1782.72,1776.37,3,97,,,,,199,683,1363,21.31,6.24,,,2.07,0.09,,
10/24/2022,NYPD (Non-CIP),Disorderly Person/Group/Noise,1882,4.57,162.80,,,,,1022.33,3713.64,3684.68,3,139,,,,,274.5,1156,1897,44.86,14.33,,,2.64,0.08,,
10/24/2022,NYPD (Non-CIP),Alarms,2391,4.45,146.30,,,,,955.22,3361.39,3361.30,3,119,,,,,300,1020,1770,40.10,13.48,,,2.36,0.07,,
10/24/2022,NYPD (Non-CIP),Other Crimes (In Progress),2959,4.70,162.36,,,,,622.24,1465.76,1458.98,3,136,,,,,133,362,771,14.06,7.66,,,2.63,0.08,,
10/24/2022,NYPD (Non-CIP),Past Crime,4240,4.96,205.02,,,,,1230.32,6425.58,6297.14,3,176,,,,,373,2878.5,3909,86.59,17.09,,,3.33,0.08,,
10/24/2022,NYPD (Non-CIP),Dispute,4849,4.65,177.80,,,,,1128.44,3995.37,3968.59,3,149,,,,,271,1220,2110,47.78,15.84,,,2.89,0.08,,
10/31/2022,EMS,1. Life Threating Med Emergencies,10676,5.86,86.23,,,97.19,161.49,231.45,695.51,616.29,3,80.5,,,17.5,38.5,97,411.5,539.5,7.73,2.42,1.09,0.22,1.34,0.10,,
10/31/2022,EMS,2. Non-Life Threatening Med Emergencies,13447,5.99,109.33,,,122.84,182.59,400.65,1082.50,959.62,3,92,,,18,39,112,554,728,11.36,4.86,1.02,0.27,1.72,0.10,,
10/31/2022,FDNY,1. Structural Fires,264,5.27,34.44,37.61,80.40,,,99.48,301.57,299.60,3,18,5,46,,,8,191,292.5,3.37,0.30,,,0.49,0.09,0.09,0.71
10/31/2022,FDNY,4. Non-Medical Emergencies,2430,4.78,143.96,57.58,109.92,,,207.73,538.72,499.71,3,29,5,46,,,7,295,415.5,5.52,0.24,,,2.32,0.08,0.09,0.87
10/31/2022,FDNY,2. Non-Structural Fires,118,3.97,35.58,37.80,102.40,,,113.81,400.08,392.34,3,19,5,39,,,7.5,261,358.5,4.77,0.16,,,0.53,0.07,0.08,1.08
10/31/2022,FDNY,3. Medical Emergencies,4080,6.62,276.55,,,83.30,273.44,314.33,665.45,560.25,3,129,,,5,52,7,319,466,5.85,0.63,2.21,0.10,4.50,0.11,,
10/31/2022,NYPD,1. Critical,1243,4.76,135.52,,,,,262.06,547.48,517.56,3,106,,,,,66,183,397,4.76,2.11,,,2.18,0.08,,
10/31/2022,NYPD,2. Serious,2947,5.84,129.13,,,,,337.62,836.35,802.56,3,98,,,,,82,286,536,8.31,3.47,,,2.05,0.10,,
10/31/2022,NYPD,3. Non-Critical,860,4.64,167.55,,,,,644.77,1655.62,1636.00,3,139.5,,,,,135,427.5,856.5,16.85,7.95,,,2.72,0.08,,
10/31/2022,NYPD (Non-CIP),Police Officer/Security Holding Suspect,75,4.96,147.00,,,,,690.65,1906.92,1906.92,3,116,,,,,161,694,1257,20.27,9.06,,,2.37,0.08,,
10/31/2022,NYPD (Non-CIP),Other Crimes (In Progress),3049,5.86,162.08,,,,,682.00,1549.04,1538.90,3,131,,,,,147,396,818,14.45,8.67,,,2.60,0.10,,
10/31/2022,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,171,4.76,172.94,,,,,678.54,3640.15,1859.54,3,146,,,,,170,1582,551,49.36,8.43,,,2.80,0.08,,
10/31/2022,NYPD (Non-CIP),Disorderly Person/Group/Noise,1783,4.62,164.46,,,,,1034.10,3724.41,3698.79,3,137,,,,,305,1271,2147,44.84,14.49,,,2.66,0.08,,
10/31/2022,NYPD (Non-CIP),Possible Crimes,6573,4.74,165.61,,,,,1171.08,4798.50,4688.35,3,135,,,,,298,1709,2547,60.46,16.76,,,2.68,0.08,,
10/31/2022,NYPD (Non-CIP),Past Crime,4171,6.77,201.95,,,,,1465.70,7166.64,7002.58,3,172,,,,,405,3009,4212,95.02,21.06,,,3.25,0.11,,
10/31/2022,NYPD (Non-CIP),Dispute,5160,4.50,174.94,,,,,1330.84,4603.13,4563.50,3,148,,,,,334.5,1408.5,2468,54.54,19.26,,,2.84,0.08,,
10/31/2022,NYPD (Non-CIP),Vehicle Accident,304,5.49,190.54,,,,,1631.89,5961.14,5751.61,3,175.5,,,,,512,2119.5,3263.5,72.15,24.02,,,3.08,0.09,,
10/31/2022,NYPD (Non-CIP),Alarms,2208,4.33,147.53,,,,,993.50,3702.48,3702.21,3,120,,,,,329.5,1040,1938,45.15,14.10,,,2.39,0.07,,
11/07/2022,EMS,2. Non-Life Threatening Med Emergencies,12818,3.96,108.65,,,118.39,175.25,283.99,896.02,811.27,3,92.5,,,15.5,38.5,97.5,514,672.25,10.20,2.92,0.97,0.20,1.74,0.07,,
11/07/2022,EMS,,1,4.00,152.00,,,153.73,192.90,213.00,324.00,324.00,4,148,,,5,40,61,111,324,1.85,1.02,0.67,0.08,2.47,0.07,,
11/07/2022,EMS,1. Life Threating Med Emergencies,10347,4.03,82.77,,,90.48,155.48,202.24,640.67,575.92,3,81,,,16.5,38.5,88.25,395.25,521.25,7.31,1.99,1.11,0.16,1.31,0.07,,
11/07/2022,FDNY,2. Non-Structural Fires,190,3.90,28.62,33.13,100.42,,,110.10,372.80,367.18,3,16,5,47,,,7,252.5,337.5,4.38,0.16,,,0.41,0.07,0.08,1.12
11/07/2022,FDNY,1. Structural Fires,233,4.05,31.92,34.28,86.45,,,97.56,290.21,289.02,3,17,5,46,,,7,186,276,3.21,0.15,,,0.46,0.07,0.09,0.87
11/07/2022,FDNY,4. Non-Medical Emergencies,2592,4.00,127.88,52.38,110.71,,,194.35,525.53,495.54,3,27,5,47,,,7,290,409,5.52,0.17,,,2.06,0.07,0.09,0.97
11/07/2022,FDNY,3. Medical Emergencies,3745,3.93,276.22,,,80.54,269.45,306.90,665.02,546.67,3,127,,,5,51.5,6,326,465,5.97,0.51,1.98,0.09,4.54,0.07,,
11/07/2022,NYPD,2. Serious,2909,3.88,130.14,,,,,311.55,777.36,737.40,3,97,,,,,77,279,514,7.76,3.02,,,2.10,0.06,,
11/07/2022,NYPD,3. Non-Critical,809,4.04,166.27,,,,,577.45,1479.24,1463.39,3,142,,,,,131,449,817,15.03,6.85,,,2.70,0.07,,
11/07/2022,NYPD,1. Critical,1202,3.85,144.09,,,,,275.31,535.54,519.16,3,109,,,,,63,183,412,4.34,2.19,,,2.34,0.06,,
11/07/2022,NYPD (Non-CIP),Other Crimes (In Progress),2827,3.98,161.16,,,,,645.69,1485.17,1470.23,3,134,,,,,132,371,772,13.99,8.08,,,2.62,0.07,,
11/07/2022,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,137,4.13,166.40,,,,,703.85,3882.36,2337.32,3,151,,,,,130,1665,497,52.98,8.96,,,2.70,0.07,,
11/07/2022,NYPD (Non-CIP),Alarms,2600,3.82,146.96,,,,,848.27,3235.52,3233.49,3,120,,,,,254,966,1669,39.79,11.69,,,2.39,0.06,,
11/07/2022,NYPD (Non-CIP),Investigate/Possible Crime,2,3.00,265.50,,,,,1042.50,1587.50,1587.50,3,262.5,,,,,777,545,1587.5,9.08,12.95,,,4.38,0.05,,
11/07/2022,NYPD (Non-CIP),Past Crime,3966,4.13,202.18,,,,,1247.20,6204.22,6078.77,3,175,,,,,346,2688,3728.5,82.62,17.42,,,3.30,0.07,,
11/07/2022,NYPD (Non-CIP),Dispute,5062,3.83,176.80,,,,,1149.49,4072.31,4023.03,3,148,,,,,275,1238,2099.5,48.71,16.21,,,2.88,0.06,,
11/07/2022,NYPD (Non-CIP),Police Officer/Security Holding Suspect,72,4.47,115.44,,,,,585.79,1973.26,1972.89,3,93.5,,,,,151,429.5,1049.5,23.12,7.84,,,1.85,0.07,,
11/07/2022,NYPD (Non-CIP),Possible Crimes,6223,3.85,169.72,,,,,992.90,4321.56,4207.97,3,138,,,,,264,1515,2259,55.48,13.72,,,2.76,0.06,,
11/07/2022,NYPD (Non-CIP),Vehicle Accident,336,4.01,191.08,,,,,1263.92,4572.23,4429.01,3,168.5,,,,,291,1962,2628.5,55.14,17.88,,,3.12,0.07,,
11/07/2022,NYPD (Non-CIP),Disorderly Person/Group/Noise,1729,3.91,160.24,,,,,800.93,3363.81,3314.11,3,135,,,,,227,1191,1846,42.71,10.68,,,2.61,0.07,,
11/14/2022,EMS,1. Life Threating Med Emergencies,9989,3.90,81.85,,,89.52,152.85,193.26,635.12,569.72,3,79,,,16,36.5,87,400.5,523,7.36,1.86,1.08,0.16,1.30,0.07,,
11/14/2022,EMS,2. Non-Life Threatening Med Emergencies,12613,3.85,105.92,,,115.24,171.39,260.27,866.55,785.30,3,92,,,15,37,93.5,522,672,10.10,2.57,0.96,0.20,1.70,0.06,,
11/14/2022,FDNY,2. Non-Structural Fires,161,3.84,40.85,37.09,85.84,,,102.99,371.37,368.62,3,16,5,42,,,7,245,343,4.47,0.15,,,0.62,0.06,0.09,0.81
11/14/2022,FDNY,3. Medical Emergencies,3666,3.90,258.19,,,82.33,251.41,287.65,650.84,534.96,3,125,,,5,49,6,330,471,6.05,0.49,1.83,0.09,4.24,0.06,,
11/14/2022,FDNY,1. Structural Fires,276,4.21,33.13,36.54,88.78,,,99.71,291.30,290.06,3,16,5,47,,,8,185.5,271,3.19,0.16,,,0.48,0.07,0.09,0.87
